placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,seq,area,inv,transecto,parcela,distancia,ns,metragem,quadra,recruit,data_morta,altura,altura_1,dap.04,mv.04,obs.04,data04,pq_f4,obs_f4,am_f4,c.05,mv.05,obs.05,pp_ne5,tombada5,am_f5,pq_f5,obs_cic5,qtotal5,data_cic5,c.06,mv.06,obs.06,pp_ne6,am_f6,pq_f6,obs_cic6,data_cic6,qtotal6,data06,dap.07,c.07,mv.07,obs.07,pp_ne7,tombada7,data_c07P,c07P,obs_c07P,c07_CP,am_f7,pq_f7,nova_placa.07,data07,dap.08,c.08,mv.08,obs.08,data08,NA.CORRECAO,Cicat,Rec,c.09,mv.09,obs.09,cicat_c09,recup_c09,am_f9,pq_f9,qt_f9,obs_cic9,data_cic9,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,c.22,mv.22,obs.22,alt22,data22,equipe.22,mv.23,obs.23,data23,equipe.23,dap.24,c.24,mv.24,obs.24,data24,equipe.24
2581,,miraoba_folha_grande,Moubra,Mouriri,brachyanthera Ducke,Memecylaceae,,0.838461538,2198,1,10a20cm,P,B,3.8,S,780.3,64,i04,2012,15,15,22.2,v,,01_08_2004,75,,120,5,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,110,100,,02_08_2007,22.8,4,v,,10_07_2008,,0,0,4,v,,,,,,,,,23,5,v,,13_07_2010,22.8,2,v,,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2582,,caxua,Triqua,Trichilia,quadrijuga H.B.K,Meliaceae,,0.55,2199,1,10a20cm,P,B,9.4,S,782.3,64,i04,2010,23,23,21.8,v,,01_08_2004,5,,25,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,20,100,,02_08_2007,21.8,4,v,,10_07_2008,,0,0,5,v,,,,,,,,,,0,m,m,13_07_2010,,0,m,morta,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2583,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2200,1,10a20cm,P,B,1.9,S,784.2,64,i04,2007,23,23,26.6,v,,01_08_2004,10,,12,1,v,cq,0,0,,,,,,1,v,cq_cr,0,,,,,,02_08_2006,,0,m,,0,0,20_09_2007,M,,empe,0,0,,02_08_2007,,0,m,morta,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,13_07_2010,,0,m,morta,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2584,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,2201,1,10a20cm,P,B,1.3,S,785,64,i04,2022,18,18,29.9,v,,01_08_2004,15,,48,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,30.3,4,v,,10_07_2008,,0,0,5,v,,,,,,,,,30.8,5,v,,13_07_2010,30.4,4,v,,12_08_2011,31,5,v,,20_06_2012,31.8,1,v,cqcr,08_10_2014,31.5,1,v,qcr,29_06_2016,31.6,1,v,cqcr,18_06_2018,,0,m,morta,,14_07_2022,Santarem_Ebis_Bat_Darlisson,,,,,,0,m,,10_06_2024,
2585,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,2202,1,10a20cm,P,B,7.2,S,793.3,64,i04,2009,17,17,24.9,v,,01_08_2004,75,,35,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,50,100,,02_08_2007,23.7,1,v,tombada,10_07_2008,,0,0,0,m,tb,,,,,,,,,0,m,m,13_07_2010,,0,m,morta,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2586,,aracapeua,Myrmul,Myrcia,multiflora (Lam.) DC.,Myrtaceae,,0.815,2203,1,10a20cm,P,B,3.4,S,798.4,64,i04,2008,13,13,24.3,v,,01_08_2004,4,,20,2,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,,0,m,cq/cr,10_07_2008,toco,0,0,0,m,,,,,,,,,,0,m,m,13_07_2010,,0,m,morta,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2587,,aracapeua,Myrmul,Myrcia,multiflora (Lam.) DC.,Myrtaceae,,0.815,2204,1,10a20cm,P,B,0,N,808.9,65,i04,,18,18,21.7,v,,01_08_2004,50,,40,3,v,,0,0,,,,,,3,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,60,40,,02_08_2007,22,4,v,,10_07_2008,,3,1,4,v,,2,0,,,,,,22.8,4,v,,13_07_2010,22.9,5,v,,12_08_2011,23.3,5,v,,20_06_2012,24.3,4,v,,08_10_2014,24.7,5,v,,29_06_2016,25.4,4,v,,18_06_2018,37.5,1,v,"cqcr, espocada",,14_07_2022,Santarem_Ebis_Bat_Darlisson,v,,29_06_2023,Bate; Mychellyne; Leo,30.4,5,v,espocado,20_06_2024,Santarem_Nathalia_Maraca
2588,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,2205,1,10a20cm,P,B,-10,N,814,65,i04,,12,12,23.8,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,10,5,,02_08_2007,22.8,4,v,,10_07_2008,,0,0,5,v,,,,,,,,,23.4,5,v,,13_07_2010,24.7,4,v,,12_08_2011,25,5,v,,20_06_2012,24.2,5,v,,08_10_2014,25,5,v,,29_06_2016,26.2,4,v,,18_06_2018,26.5,4,v,,,14_07_2022,Santarem_Ebis_Bat_Darlisson,v,,29_06_2023,Bate; Mychellyne; Leo,26.1,4,v,não consegue pegar/repetido,20_06_2024,Santarem_Nathalia_Maraca
2589,,aracapeua,Myrmul,Myrcia,multiflora (Lam.) DC.,Myrtaceae,,0.815,2206,1,10a20cm,P,B,-7.8,N,821.8,65,i04,2011,13,13,32.1,v,,01_08_2004,,,,4,v,,0,0,,,,,,3,v,cq,0,,,,,,02_08_2006,,2,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,33.2,3,v,cq,10_07_2008,,0,0,3,v,,2,0,,,,,,35.5,4,v,,13_07_2010,,0,m,morta,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
259,,miraoba_folha_grande,Moubra,Mouriri,brachyanthera Ducke,Memecylaceae,,0.838461538,259,1,10a20cm,F,B,6.7,S,678.5,58,i04,2004,18,18,27.5,m,,01_08_2004,5,,35,0,m,,0,0,,,,,,0,m,,0,,,,,,01_08_2006,,0,m,,0,0,20_09_2007,M,,empe,110,100,,31_07_2007,,0,m,qt,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,30_06_2010,,0,m,morta,16_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,10_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2590,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2207,1,10a20cm,P,B,3.3,S,803,66,i04,2012,22,22,24.7,v,,01_08_2004,,,,5,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,25.3,3,v,,10_07_2008,,0,0,5,v,,,,,,,,,25.8,5,v,,13_07_2010,26,1,v,,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2591,,breu_aroeira,Dacmic,Dacryodes,microcarpa Cuart.,Burseraceae,,0.511666667,2208,1,10a20cm,P,B,3.6,S,806,66,i04,,22,22,44.2,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,cr,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,46,4,v,,10_07_2008,,0,0,5,v,,,,,,,,,46.7,5,v,,13_07_2010,46.7,5,v,cr,12_08_2011,47.6,5,v,cr,20_06_2012,48.2,5,v,,08_10_2014,49.1,4,v,,29_06_2016,49.6,5,v,,18_06_2018,52.5,5,v,metra. 806,,14_07_2022,Santarem_Ebis_Bat_Darlisson,v,,29_06_2023,Bate; Mychellyne; Leo,53.5,5,v,ct,20_06_2024,Santarem_Nathalia_Maraca
2592,,caxua,Triqua,Trichilia,quadrijuga H.B.K,Meliaceae,,0.55,2209,1,10a20cm,P,B,2.8,S,806.1,66,i04,,20,20,45.8,v,,01_08_2004,70,,75,5,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,50,20,,02_08_2007,45.9,4,v,,10_07_2008,,0,0,5,v,,2,0,,,,,,45.9,5,v,,13_07_2010,46.3,5,v,,12_08_2011,46.1,3,v,,20_06_2012,46.7,5,v,,08_10_2014,47.3,4,v,,29_06_2016,47.1,5,v,,18_06_2018,47,4,v,,,14_07_2022,Santarem_Ebis_Bat_Darlisson,v,,29_06_2023,Bate; Mychellyne; Leo,47,4,v,,20_06_2024,Santarem_Nathalia_Maraca
2593,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2210,1,10a20cm,P,B,0.9,S,815.9,66,i04,,20,20,29,v,,01_08_2004,100,,20,5,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,20,50,,02_08_2007,29.5,4,v,,10_07_2008,,0,0,5,v,,1,0,,,,,,30.1,5,v,,13_07_2010,30.3,5,v,,12_08_2011,30.8,4,v,,20_06_2012,31.6,5,v,,08_10_2014,32.5,5,v,,29_06_2016,33.5,5,v,dap certo (corrigir dap.16),18_06_2018,35.2,5,v,,,14_07_2022,Santarem_Ebis_Bat_Darlisson,v,,29_06_2023,Bate; Mychellyne; Leo,36,5,v,,20_06_2024,Santarem_Nathalia_Maraca
2594,,tinteiro_vermelho,Micpun,Miconia,punctata (Desv.) D. Don.,Melastomataceae,,0.6315,2211,1,10a20cm,P,B,1.7,S,816,66,i04,2014,23,23,24,v,,01_08_2004,70,,25,5,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,20,50,,02_08_2007,28,4,v,,10_07_2008,,0,0,5,v,,,,,,,,,29.8,4,v,,13_07_2010,30.1,5,v,,12_08_2011,30.9,5,v,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2595,,ovo_frito,Chakap,Chaunochiton,kappleri (Sagot ex Engl.) Ducke,Olacaceae,,0.511666667,2212,1,10a20cm,P,B,4.3,S,823.2,66,i04,,30,30,50,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,52,4,v,,10_07_2008,,0,0,5,v,,,,,,,,,51.1,5,v,,13_07_2010,50.5,4,v,,12_08_2011,51.1,5,v,,20_06_2012,51.4,4,v,,08_10_2014,52.4,5,v,,29_06_2016,52.3,4,v,,18_06_2018,53.5,5,v,ovo_frito,,14_07_2022,Santarem_Ebis_Bat_Darlisson,v,,29_06_2023,Bate; Mychellyne; Leo,54.5,5,v,,20_06_2024,Santarem_Nathalia_Maraca
2596,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,2213,1,10a20cm,P,B,-2.1,N,829.2,67,i04,,28,28,51.4,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,51.3,5,v,,10_07_2008,,0,0,5,v,,,,,,,,,51.7,5,v,,13_07_2010,51.7,5,v,,12_08_2011,52.3,5,v,,20_06_2012,52.5,5,v,,08_10_2014,52.3,5,v,,29_06_2016,52.8,5,v,,18_06_2018,53.5,5,v,,,14_07_2022,Santarem_Ebis_Bat_Darlisson,v,,29_06_2023,Bate; Mychellyne; Leo,53.8,5,v,,20_06_2024,Santarem_Nathalia_Maraca
25961,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,,6539,1,10a20cm,A,A,1,S,135,,i11,,9,9,,,individuo adicionado ao master em 05 ago 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,4,v,,17_08_2011,12,4,v,,11_07_2012,13,4,v,,08_10_2014,14,4,v,,13_05_2016,14.5,3,v,,18_06_2018,16,3,v,Adicionado ao Master/Vivo,9,08_06_2022,Bate_Ebis_Leo,v,,21_06_2023,Bate; Leo,16.5,2,v,cqcr,29_05_2024,Ebis_Darlisson_Santa_Bart
83102,2597,marupa,Simama,Simarouba,amara Aubl.,Simarubaceae,,,2214,1,10a20cm,P,B,-9.5,N,830.7,67,i04,,28,28,60,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,40,100,,02_08_2007,61.4,5,v,,10_07_2008,,0,0,5,v,,,,,,,,,62.3,5,v,,13_07_2010,62.5,5,v,,12_08_2011,62.9,5,v,,20_06_2012,64.2,5,v,,08_10_2014,65.5,5,v,,29_06_2016,67.1,5,v,,18_06_2018,69.6,5,v,sem placa,,14_07_2022,Santarem_Ebis_Bat_Darlisson,v,,29_06_2023,Bate; Mychellyne; Leo,71.8,5,v,placa=83102,20_06_2024,Santarem_Nathalia_Maraca
2598,,araracanga,Aspobs,Aspidosperma,obscurinervium Azambuja,Apocynaceae,,,2215,1,10a20cm,P,B,-4.7,N,843,67,i04,2018,20,20,21.6,v,,01_08_2004,80,,20,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,150,100,,02_08_2007,23.9,5,v,,10_07_2008,,0,0,5,v,,,,,,,,,25.7,5,v,,13_07_2010,26.7,4,v,,12_08_2011,26.9,5,v,,20_06_2012,28.7,5,v,,08_10_2014,29.1,5,v,,29_06_2016,,0,m,morta tombada,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2599,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2216,1,10a20cm,P,B,-7,N,844.7,67,i04,2016,18,18,22.5,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,50,10,,02_08_2007,22.8,4,v,,10_07_2008,,0,0,4,v,,,,,,,,,22.9,5,v,,13_07_2010,22.4,1,v,,12_08_2011,22.1,2,v,,20_06_2012,21.8,2,v,,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
26,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,26,1,10a20cm,F,A,4,S,63.2,8,i04,,24,24,32,v,,01_08_2004,,,,3,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,,,,,,,,31_07_2007,32.6,3,v,,10_07_2008,,,,4,v,,,,,,,,,32.6,5,v,,23_06_2010,32.5,4,v,,12_08_2011,32.6,5,v,,20_06_2012,32.7,3,v,,08_10_2014,33.2,4,v,,09_06_2016,33,4,v,,18_06_2018,34,4,v,,,01_07_2022,Santarem_Ebis_Antonio,v,,21_06_2023,Bate; Santarém; Ebis,34.9,5,v,,13_06_2024,Ebis_Santarem_Sebastiao
260,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,260,1,10a20cm,F,B,7.6,S,682.6,58,i04,2008,27,27,22.8,v,,01_08_2004,100,,55,3,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,20_09_2007,V,,empe,1,100,,31_07_2007,23.3,0,m,,10_07_2008,,2,,0,m,,2,1,,,,,,,0,m,m,30_06_2010,,0,m,morta,16_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,10_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2600,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,2217,1,10a20cm,P,B,-9.1,N,845.5,67,i04,2014,20,20,30.2,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,30.6,5,v,,10_07_2008,,0,0,5,v,,,,,,,,,30.9,5,v,,13_07_2010,31,5,v,,12_08_2011,30.9,5,v,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2601,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2218,1,10a20cm,P,B,1.6,S,826.4,68,i04,,20,20,40.7,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,20,2,,02_08_2007,41.4,5,v,,10_07_2008,,0,0,5,v,,,,,,,,,41.9,5,v,,13_07_2010,42.3,5,v,,12_08_2011,42.6,5,v,,20_06_2012,44.1,5,v,,08_10_2014,46.1,5,v,,29_06_2016,48.5,5,v,,18_06_2018,52.5,5,v,,,14_07_2022,Santarem_Ebis_Bat_Darlisson,v,,29_06_2023,Bate; Mychellyne; Leo,55.2,5,v,,20_06_2024,Santarem_Nathalia_Maraca
2602,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2219,1,10a20cm,P,B,6,S,825.3,68,i04,2014,23,23,29.1,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,29.8,3,v,cq,10_07_2008,,0,0,5,v,,,,,,,,,29.9,5,v,,13_07_2010,29.7,3,v,cq,12_08_2011,29.8,1,v,cq,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2603,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,2220,1,10a20cm,P,B,7.1,S,825.5,68,i04,2011,23,23,38.2,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,108,90,,02_08_2007,38.4,2,v,,10_07_2008,,0,0,4,v,,,,,,,,,39.3,4,v,,13_07_2010,,0,m,morta,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2604,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,2221,1,10a20cm,P,B,2.4,S,828.3,68,i04,2011,16,16,30.9,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,10,90,,02_08_2007,31.8,4,v,,10_07_2008,,0,0,5,v,,,,,,,,,32.6,5,v,,13_07_2010,,0,m,morta,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2605,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2222,1,10a20cm,P,B,4.9,S,830.1,68,i04,2014,22,22,22.1,v,,01_08_2004,,,,5,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,20,40,,02_08_2007,22.8,4,v,,10_07_2008,,0,0,5,v,,,,,,,,,23.2,4,v,,13_07_2010,23.4,3,v,,12_08_2011,23.5,4,v,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2606,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,2223,1,10a20cm,P,B,6.8,S,840.5,68,i04,2018,18,18,21.5,v,,01_08_2004,,,,5,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,40,100,,02_08_2007,22.5,4,v,,10_07_2008,,0,0,4,v,,,,,,,,,23.3,4,v,,13_07_2010,23.4,4,v,,12_08_2011,23.8,5,v,,20_06_2012,24.1,3,v,,08_10_2014,24.5,3,v,,29_06_2016,,0,m,morta,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2607,,pau_de_cobra,Ourdis,Ouratea,discophora Ducke,Ochnaceae,,0.79,2224,1,10a20cm,P,B,8.2,S,844.8,68,i04,2014,12,12,20.2,v,,01_08_2004,,,,5,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,20.8,3,v,,10_07_2008,,,,4,v,,,,,,,,,21,5,v,,13_07_2010,21.2,4,v,,12_08_2011,21.3,5,v,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2608,,tinteiro_vermelho,Micpun,Miconia,punctata (Desv.) D. Don.,Melastomataceae,,0.6315,2225,1,10a20cm,P,B,8.1,S,843.2,68,i04,2004,23,23,24.1,m,,01_08_2004,,,,0,m,,0,0,,,,,,0,m,pr,0,,,,,,02_08_2006,,0,m,,0,0,20_09_2007,M,qt,,,,,02_08_2007,,0,m,morta,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,13_07_2010,,0,m,morta,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,29_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2609,,macucurana,Licegl,Moquilea,egleri (Prance) Sothers & Prance,Chrysobalanaceae,,0.83,2226,1,10a20cm,P,B,1,S,845.6,68,i04,2022,23,23,20.7,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,0,0,,02_08_2007,21.8,4,v,,10_07_2008,,0,0,5,v,,,,,,,,,22.5,5,v,,13_07_2010,22.8,5,v,,12_08_2011,23,5,v,,20_06_2012,23.9,5,v,,08_10_2014,24.2,4,v,,29_06_2016,24.4,1,v,cqcr,18_06_2018,,0,m,morta,,14_07_2022,Santarem_Ebis_Bat_Darlisson,,,,,,0,m,,10_06_2024,
261,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,261,1,10a20cm,F,B,8.6,S,682.6,58,i04,2016,26,26,32,v,,01_08_2004,96,,15,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,20_09_2007,V,,empe,80,100,,31_07_2007,34,3,v,,10_07_2008,,1,,4,v,,,,,,,,,37.6,5,v,,30_06_2010,37.2,4,v,com cicatriz,16_08_2011,38.1,4,v,cc,20_06_2012,39.1,1,v,cr,08_10_2014,,0,m,morta,10_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2610,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,2227,1,10a20cm,P,B,1.1,S,846.6,68,i04,2018,26,26,34.3,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,70,50,,02_08_2007,35.2,5,v,,10_07_2008,,0,0,5,v,,,,,,,,,35.7,5,v,,13_07_2010,35.4,4,v,,12_08_2011,36,5,v,,20_06_2012,35.8,5,v,,08_10_2014,36,5,v,,29_06_2016,,0,m,morta,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2611,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,2228,1,10a20cm,P,B,-8.4,N,857,69,i04,2008,26,26,44.2,v,,01_08_2004,100,,120,3,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,4,v,,0,0,20_09_2007,M,,caida,100,100,,02_08_2007,,0,m,morta,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,13_07_2010,,0,m,morta,12_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,05_07_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
2612,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2229,1,10a20cm,P,B,-4.1,N,860.5,69,i04,2022,22,22,33.7,v,,01_08_2004,70,,40,5,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,80,90,,02_08_2007,34.6,5,v,,10_07_2008,,0,0,5,v,,1,0,,,,,,35.6,5,v,,13_07_2010,36,5,v,,12_08_2011,36,5,v,,20_06_2012,37.1,5,v,,08_10_2014,37.6,5,v,,05_07_2016,38.4,5,v,,18_06_2018,,0,m,morta,,14_07_2022,Santarem_Ebis_Bat_Darlisson,,,,,,0,m,,10_06_2024,
2613,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2230,1,10a20cm,P,B,-10,N,866,69,i04,2022,23,23,34.3,v,,01_08_2004,30,,30,5,v,,0,0,,,,,,4,v,,0,,,,,,02_08_2006,,5,v,,0,0,20_09_2007,V,,empe,30,30,,02_08_2007,35.4,5,v,,10_07_2008,,0,0,5,v,,,,,,,,,39.9,5,v,,13_07_2010,37.3,5,v,,12_08_2011,37.9,5,v,,20_06_2012,39.5,5,v,,08_10_2014,40.2,5,v,,05_07_2016,41.9,5,v,,18_06_2018,,0,m,morta,,14_07_2022,Santarem_Ebis_Bat_Darlisson,,,,,,0,m,,10_06_2024,
